DataID,Language,MWE,Setting,Previous,Target,Next,Label
train_one_shot.EN.42.1,EN,eternal rest,one_shot,"We extend our heartfelt condolences to Archbishop Abel's sister, Hildegarde, to his cousin and best friend, Khomotso and extended family as well as the Archbishop and people of Pretoria, his home city and home diocese until he came to Durban via Kimberley.""","On behalf of the church's priests, deacons and lay faithful of the Archdiocese of Durban, Napier said the church commended Gabuza's soul to the hands of God and prayed that he may enjoy eternal rest.","The Pope's ambassador to Southern Africa, Archbishop Peter Wells, has been informed.",0
train_one_shot.EN.42.2,EN,eternal rest,one_shot,"When you have this Aspect unlocked, you will be able to finally “kill” Skelly and free him from his contract.",This will also complete the Eternal Rest prophecy.,"Plus, he will still be alive for you to give him Ambrosia to completely max out his relationship at 9 hearts.",1
train_one_shot.EN.43.1,EN,half sister,one_shot,"Scripps also built two cottages on the property, one for her library and the other for visitors.","Another cottage nearby, built in 1904, was owned by her half sister Eliza Virginia Scripps.","That cottage, called Wisteria Cottage, is the current home of the La Jolla Historical Society.",0
train_one_shot.EN.43.2,EN,half sister,one_shot,"Sandie hit the big-time with her debut novel, The Other Woman, when it was selected for Reese Witherspoon’s Book Club (which probably means we will see a film or cable series produced by Reese in the near future).",The Half Sister does not hide what it is about.,"We simply have an apparently normal, small family that is rocked when a young woman shows up at their door claiming to share the same father with her two new half-sisters.",1
train_one_shot.EN.51.1,EN,benign tumour,one_shot,"With this approach we were able to generate a very precise picture of the spatial structure and dynamics of the protein at work,"" says Hinderberger.","In fact, the scientists were able to identify specific differences between the individual patient groups starting at a certain proportion of fatty acids: The spacing patterns and the local environment of the fatty acids were somewhat different in the patients with cancer than in those with a benign tumour as well as in the healthy patients.",The structural changes were minute.,1
train_one_shot.EN.53.1,EN,baby buggy,one_shot,"The product instructions were quite lengthy, and when you have a newborn baby, you're not getting a whole lot of sleep.","And so, your ability to focus on reading a 10 page document about how to assemble your baby buggy is not really something that was working for the customers; they were finding it way too difficult.","Really, the changes that needed to be made to these baby buggies were really easy to make, and they just had to change their instructions a little bit, put a little modification to the buggy, and no problem, off you go satisfy that right away.",1
train_one_shot.EN.55.1,EN,dirty money,one_shot,"The bicameral panel also agreed to require the submission of reports on all real estate transactions worth at least P7.5 million, a measure pushed by the AMLC as real estate is also said to have been used as a “vehicle” for money laundering and financing terrorist activities.","The AMLC was granted expanded powers to investigate, issue subpoenas, and conduct search and seizure, thus making it easier for the council to go after accounts suspected of harboring dirty money; and to preserve, manage, or dispose of assets pursuant to a freeze order, preservation order, or judgment of forfeiture.","These are eagerly awaited developments by finance officials, who had earlier bemoaned the “unrestricted influx of millions of dollars worth of foreign currency” that they feared could end up with international criminal syndicates or terrorist networks.",0
train_one_shot.EN.55.2,EN,dirty money,one_shot,"For example, if you touch the money, then touch someone else's hand, you can spread the germs to them."," Or if you touch dirty money and then touch a door knob, elevator button, or the touchscreen at the ATM, you could also spread infection. ","Both bills and coins can hang onto those germs, giving them a chance to spread via the hand of anyone who handles them, according to Richard Honaker, MD, a family medicine physician in Virginia and chief medical advisor at Your Doctors Online.",1
train_one_shot.EN.61.1,EN,old timer,one_shot,"To replace the timer, remove the timer control knob and the screws holding the control panel in place.",Remove the wires from the old timer and take the timer with you to the appliance-parts store to get an exact replacement.,"Label the wires before removing them with the terminal numbers, so you can replace them correctly.",1
train_one_shot.EN.61.2,EN,old timer,one_shot,"In the MCU, Old Man Steve Rogers probably doesn’t have much to do aside from playing chess down at the retirement home, so perhaps he gets involved in the superhero business once more by taking on a leadership role a la Nick Fury.","Despite being an old timer, he’s still a master strategist and one helluva motivational speaker, which are skills he can put to use from behind a desk.","With Evans coming back, we’d love to see Haley Atwell return alongside him as Peggy Carter.",0
train_one_shot.EN.64.1,EN,close call,one_shot,They reportedly came within 60 seconds of finding Pence.,That close call should compel robust criminal investigations — not only to hold accountable all those who entered the Capitol but also to tell us exactly what Trump knew when he gave his speech that morning inciting the rioters.,The facts already known do not cast Trump in a good light.,0
train_one_shot.EN.64.2,EN,close call,one_shot,"Gravitating back to the heavily UK-influenced sounds that we all know and love, this release is certainly one to get excited about.","A short but sweet release at two tracks long, things are kicked off with “Close Call”.","A moody, heavily percussive drum workout laced with ground-shaking bass and curious melodies, it’s a slow jam with an abundance of funk.",1
train_one_shot.EN.65.1,EN,wet blanket,one_shot,Who wouldn't jump for joy?,"When Marie brings him down to earth, it's not clear if she's being a passive- aggressive wet blanket or if she might have a point.","Levinson clearly had the intense two-handers of Ingmar Bergman and John Cassavetes in mind when he created ""Malcolm & Marie,"" in which Zendaya brings her signature brand of watchfulness and ferocity to a character who's never quite reliable but, somehow, always utterly believable.",0
train_one_shot.EN.65.2,EN,wet blanket,one_shot,"Next, a light snow tops the ice and adds a layer of frosting to the landscape.","And finally, the snow falls again, this time in a thick, wet blanket that encapsulates everything.","As we do daily, we walk at Ox Bow after each of these weather happenings.",1
train_one_shot.EN.70.1,EN,news agency,one_shot,All information materials published on this website are intended solely for personal use.,For full or partial reproduction of any material in other media it is required to acquire written permission from Armenpress news agency.,"Those, who have committed copyright violations, will be prosecuted accordingly.",1
train_one_shot.EN.74.1,EN,dead end,one_shot,"MANHATTAN BEACH, CA — An abandoned car near the dead end of Rosecrans Avenue this morning led to a foot chase and subsequent containment of a man who was transported to a hospital for a mental evaluation, said Manhattan Beach Police Sergeant Tim Zins.",The incident began with a call to police about an abandoned car that had possibly run into the dead end wall where Roscecrans meets The Strand pedestrian walkway.,"When police arrived, they found no one inside the vehicle and then searched it to see if they could find any identifying information.",0
train_one_shot.EN.76.1,EN,insurance policy,one_shot,"The state started transitioning the convention center to a temporary medical facility in April, with a capacity of up to 2,000 beds, though that preparation took weeks longer than expected.","And while the convention center never hosted a single patient, it ""served as an essential insurance policy for Colorado,"" said Micki Trost, communications director for the state's emergency management division.","The convention center was meant to host patients who suffered lighter coronavirus symptoms, so that hospital beds could be reserved for those who might need immediate and specialized medical care, Michael Willis with the agency told The Denver Post in late November.",0
train_one_shot.EN.76.2,EN,insurance policy,one_shot,"We need them to Save Our Stages, as has been done in the US and across Europe through large grants, tax write offs and investment,"" Noble wrote, ""and as well create a business interruption insurance policy to incentivise event presenters to put on events and be protected in not going to the wall, should an out break of Covid shut down their businesses at short notice and protect artists, crew and Suppliers [to] get paid should that occur.""",The business interruption insurance policy Noble refers to is modelled on a $50million Temporary Interruption Fund currently in place for the Australian film industry.,"The Federal government did it more than six months ago for the Film Industry to get them back to making movies,"" Noble writes.",1
train_one_shot.EN.92.1,EN,prison guard,one_shot,Ivanhoe reportedly went to a football match after allegedly carrying out the horrendous crimeCredit: Facebook,"He had worked as a prison guard from 2010 to 2013 but was fired after being caught smuggling active yeast into jail to make a homemade spirit known as ‘Mad Maria’, which is popular in Brazilian prisons.",He was reportedly working in a car wash at the time of Larissa’s death.,1
train_one_shot.EN.97.1,EN,sparkling water,one_shot,"The kitchen appliance industry and, in particular, sparkling water makers are seeing incredible growth momentum all over the world and in the US,” said Bryan Welsh, general manager of SodaStream USA, during a virtual launch event on Jan. 12.","The sparkling water maker category is up 84% year over year, and SodaStream is the sparkling water maker global leader.”","PepsiCo acquired SodaStream International Ltd. in late 2018, citing the $3.2 billion transaction as an important step in its commitment to supporting health and wellness through sustainable solutions.",1
train_one_shot.EN.99.1,EN,brain teaser,one_shot,"At the end of three months, however, the Ring Thing remained unsolved, and the clever prisoner then walked out of the compound a free man.","Although the veracity of that story may be a matter for discussion, it's clear that regardless of how the puzzle came into being, his toy is one of the toughest brain teasers ever loosed on a human mind.","On the surface, the Ring Thing is very simple (after all, it consists only of six metal rings, a bent coat hanger, six bent nails, and a small piece of scrap lumber), yet it takes remarkable wit to solve the brain teaser in less than four hours.",0
train_one_shot.EN.105.1,EN,old hat,one_shot,We’d still drink it.,Serve our favorite bourbon whiskeys in an old hat and we’d still probably take a sip or two.,"But while we spend most of our time focused on the spirits themselves, we can still find time to appreciate vibrant, unique, and overall cool bottle designs when we see them.",1
train_one_shot.EN.105.2,EN,old hat,one_shot,"It feels like I am going home,” Mr. Biden said on Inauguration Day, as he approached the White House along the parade route.",But not all of the accouterments of power are old hat for the president.,"When he flies on Air Force One on Friday afternoon to go home to Wilmington, Del., for the weekend, it will be his first flight aboard the presidential jet in more than two decades, according to more than half a dozen administration officials and former Biden aides.",0
train_one_shot.EN.107.1,EN,old flame,one_shot,"With all journeys, a roadmap is a necessity, and this is no exception, as the tunes are, for the most part, laid out linearly.","The record starts with the first date (“Cash Only”) with its combination of nervousness and hope for what lies ahead, and continues seamlessly through to “Leaving the Party,” as the protagonist runs into an old flame (presumably the girl in the album) at a party months later.","In between, the couple gets more comfortable with each other, and with the relationship (“Don’t Come Over;” “Meanwhile, NY;” “Ready to Fall”); they reflect on the isolated moments that make up a relationship (“Masterpiece;” “Who Made the Brownies;” “Calexico”) and they ultimately confront the various turns a relationship can take (“Now That You've Seen My Shadow;” “The Charmer.”",0
train_one_shot.EN.107.2,EN,old flame,one_shot,"Despite the plans, the building was ultimately deemed unfit for occupancy at the time.","The dream of Old Flame Brewing Co. was seemingly put on hold, until Doak turned to his attention to a small town he’d grown to have a deep connection with, Port Perry.","“Fate brought us to Port Perry, and we can’t help feel like it is fate once again now that we are back at The Old Fire Hall in Newmarket, opening a second location.”",1
train_one_shot.EN.111.1,EN,noble gas,one_shot,"Elements such as iron (Fe) can have multiple valence levels, usually written using the valence as Fe(II) or Fe(III).","Elements such as gold and platinum really don't like bonding at all, and behave much like the noble gasses (and are thus called noble elements too).","One edit I would recommend in the excellent lesson above is when describing the 8 electrons in a noble gas: Please mention Helium as the exception, having only two electrons in its outer shell, prior to referencing Helium in describing water's bonds.",1
train_one_shot.EN.128.1,EN,sound judgement,one_shot,"Referring to his time as mayor of South Bend, a city he said was built by the power of transportation and classified nationally as a dying city, Buttigieg said he helped bring South Bend out of the great recession of infrastructure to thrive economically, enjoy enhancements to their intercity train system and add an international airport.","This is a very critical time for our nation’s transportation systems, and we believe Mr. Buttigieg’s experience and sound judgement gives him a unique ability to revamp U.S. transportation policy and oversee the largest and most complex aviation system in the world with the insight to tackle the challenging problems facing the industry,"" Captain Joe DePete, president of the Airline Pilots Association International (ALPA) representing 60,000 commercial pilots wrote in a letter endorsing Buttigieg's nomination to the committee on Wednesday.","We are confident of Mr. Buttigieg’s commitment and capability to build back our transportation system to promote U.S. jobs, enhance safety and security, and sustainably advance mobility.",0
train_one_shot.EN.129.1,EN,nut case,one_shot,Between the pharma and petro industry government is nothing more then the puppet on the strings controlled by these monstrous organizations.,I know someone is going to say something like what a moron or nut case when I bring up scripture but it's coming anyway.,The days will be cut short on account of the righteous lest no living creature be left alive.,0
train_one_shot.EN.136.1,EN,armchair critic,one_shot,Founding the Center for Values in Leadership (CVL) ensures that he keeps pushing the boundaries of thinking and action about making Nigeria a great nation.,This means that there was no way he could be an armchair critic.,Utomi’s way of “yes” to Nigeria and her possibility to is to retort a “why not?” to the anguished and resigned chorus of those in the “Siddon Look Movement” who ask why we should bother about Nigeria and her consistent failure as a nation.,0
train_one_shot.EN.136.2,EN,armchair critic,one_shot,Singapore has gone too far down the road with exhorbitant damages awards.,It has been that way since 1979 as this article by Singapore Armchair Critic notes.,"The late Prime Minister, Lee Kuan Yew (LKY), showed the way in 1979 by suing opposition leader J.B. Jeyaretnam.",1
train_one_shot.EN.143.1,EN,elbow grease,one_shot,"In West Pittston, the roads were sparsely traveled on Monday even as snowplows worked to clear the roads, as the lengthy duration and heaviness of the storm made shoveling out cars and driveways a tricky task for the borough's residents.","Around town, several residents could be seen clearing off sidewalks and front steps, either with the help of a snowblower or with nothing but a shovel and some elbow grease.","For some, like Lesley Hess, it wasn't an ideal Monday.",0
train_one_shot.EN.143.2,EN,elbow grease,one_shot,"Mrs Hinch revealed she pops them in a mixture of washing up liquid, white vinegar and warm water, then leaves them for a few hours.","For the inside of her oven, she starts by spraying it down with one of her favourite products, Elbow Grease, which she called ‘Elvis’, before wiping it with a Scrub Daddy.","After that she used her scraper which she got off eBay, saying: “It’s so satisfying to scrape off.”",1
train_one_shot.EN.148.1,EN,mother tongue,one_shot,"Narendra Modi wearing glasses: pm modi, prime minister narendra modi, pm modi in assam, medical colleges in assam, technical institutes in assam, medical institutes in mother tongue, education in mother tongue, pm modi news  pm modi, prime minister narendra modi, pm modi in assam, medical colleges in assam, technical institutes in assam, medical institutes in mother tongue, education in mother tongue, pm modi news",Prime Minister Narendra Modi has pitched the idea of setting up one medical college and one technical institute in each state that imparts knowledge to the students in the area's mother tongue or native language for the ease of education.,PM Modi talked about the idea of the establishment of two such institutes in each state while addressing a gathering after launching the 'Assam Mala' scheme to upgrade state highways and laying the foundation for two medical colleges in the state.,0
train_one_shot.EN.148.2,EN,mother tongue,one_shot,Bring Me The Horizon Breaks Down The Meaning Of “Mother Tongue”,"Bring Me the Horizon’s “mother tongue” is the group’s latest hit, and it’s already racked up more than 6 million Spotify streams to date.",It is produced by Jordan Fish and Oliver Sykes and appears on amo.,1
train_one_shot.EN.153.1,EN,loose woman,one_shot,"By ending her marriage and subsequently becoming involved with a man of whom her family did not approve, Banaz broke a traditional rule and put herself in danger, said Diana Nammi, director of the London-based Iranian and Kurdish Women's Rights Organisation.","Nammi said that in traditional Kurdish culture, a divorced woman was considered ""not a very good woman, a loose woman.","She [loses] the respect of the community.""",0
train_one_shot.EN.153.2,EN,loose woman,one_shot,"The news was announced on Monday's show and newsreader Charlene, 40, was the lead panelist.","She said: ""I've been buzzing after all this time to be able to reveal I am the latest and the newest Loose Woman.""","Saira decided to leave the ITV family after five years, due to ""reassessing her priorities"" during the first lockdown.",1
train_one_shot.EN.160.1,EN,grey matter,one_shot,"Within the meditation group, volunteers had engaged in the practice for between five and 46 years, with an average duration of 20 years, but this did not differ significantly between males and females.","The researchers were particularly interested in the hippocampus because earlier work has suggested that meditation can measurably alter this area, for example by increasing its dimensions and volume, or enhancing the amount of tissue, or grey matter, present.","Since a significant amount of evidence points to the existence of sex differences in the hippocampus, the researchers wanted to know whether the effects of meditation manifest differently in the hippocampi of men and women.",0
train_one_shot.EN.160.2,EN,grey matter,one_shot,"Kincardine Forest School is continuing its tradition of holding a fundraising trivia night this year, in a virtual fashion.","Principal Christine Brown said the school has partnered with Grey Matter Beer Company for the past two years to hold the fundraiser, which raises money for equipment and activities, as well as a small bursary for students who would benefit from attending the school but don’t have the financial means to pay for it.","Because of COVID restrictions, the school didn’t want to lose the energy the evening created by simply cancelling.",1
train_one_shot.EN.164.1,EN,foot soldier,one_shot,He said another reason was that the NPP foot soldiers who felt marginalized at the time simply did not go out to vote and the few who did vote against us which was a sacrosanct fact.,"Until we in the NPP appreciate the basic denominator, that scoring “A”s in all the Key Performance Indicators in good governance is meaningless unless it commiserates with the foot soldier’s welfare, it will be difficult to make headway” the group stated.","The group, however, tasked the Government appointees to make it a sacrosanct obligation to bring foot soldiers close to them; give them jobs, support their businesses, sponsor them to acquire skills or learn a trade, make scholarships available for them to acquire higher learning and they will forever be indebted to the NPP.",0
train_one_shot.EN.164.2,EN,foot soldier,one_shot,"Wilson, who died at age 84 in 2009, graduated from Fort Myers High School and went on to Texas A&M; and the University of Florida.",He served in World War II as a foot soldier with the 103rd Infantry.,"Under the Marshall Plan, he practiced architecture in Salzburg, Austria.",1
train_one_shot.EN.165.1,EN,inner product,one_shot,"In terms of a weighted inner product of the consistency and inconsistency parts of a noisy data function, we further demonstrate that a subset of the family of estimation methods can be interpreted as orthogonal projections onto the consistency space of the DRT.","In particular, the statistically suboptimal estimation method in the family corresponds to an orthogonal projection associated with an ordinary inner product of the consistency and inconsistency parts of a noisy data function.","Comments on the filtered backprojection algorithm, range conditions, and the pseudoinverse solution.",1
train_one_shot.EN.171.1,EN,disc jockey,one_shot,We were worried about the rain and look at this!”,"The cutouts, which feature images of average fans, former NFL players and celebrities including disc jockey and record producer DJ Khaled and singer Lizzo, were among the measures designed to keep attendees socially distanced.","Officials scattered throughout the stadium reminded ticket holders to space themselves out on escalators, while pop singer Miley Cyrus crooned her cover of “Heart of Glass” to a crammed tailgate concert for some of the 7,500 vaccinated healthcare workers to whom the league provided free tickets.",1
train_one_shot.EN.189.1,EN,dirty word,one_shot,"May also blasts her successor for threatening to break international law with his controversial Internal Market Bill, which had not “raised our credibility in the eyes of the world”.","We have been sliding towards absolutism in international affairs: if you are not 100% for me, you must be 100% against me,” she writes, adding that compromise has come to be seen as “a dirty word”.","The UK “must reject a scene in which a few strongmen face off against each other and instead bring people together in a common cause”, May continues, adding that “to lead, we must live up to our values”.",0
train_one_shot.EN.190.1,EN,word painting,one_shot,Who got inspired first with the white on white remixes of comics on canvas first? Was it Liam or Noah?,"It was Liam who took the piece “The Curve Of Her Lips”, which is a stenciled word painting in varnish on white, and hung it on a wall in our studio.","What makes this an interesting story however, is that this was six months after the artwork was created.",1
train_one_shot.EN.190.2,EN,word painting,one_shot,"I decided to compose an intensely dramatic cycle based on Renaissance love poems employing this fire motive while blending stylistic musical features of the period with contemporary compositional idiom,” says Lauridsen.","The musical textures of this composition are replete with Renaissance techniques, including word painting, modality, intricate counterpoint, and bold harmonies unified by what Lauridsen terms the “fire chord,” a minor triad with an added major seventh.","The six movements of Madrigali, in order, include Ov’è, Lass’, Il Bel Viso?, Quando Son Più Lontan, Amor, Io Sento L’Alma, Io Piango, Luci Serene e Chiare, and Se per Havervi, Oimè.",0
train_one_shot.EN.193.1,EN,engine room,one_shot,anchester United have expressed hope that Scott McTominay will be available for Tuesday’s Premier League clash with Southampton after the midfielder was withdrawn during the first half of the goalless draw at Arsenal.,"McTominay started alongside Fred in United’s engine room at the Emirates Stadium on Saturday evening, but was visibly struggling from an early stage with what appeared to be a stomach issue.","The Scottish international tried to battle on, but was clearly in considerable discomfort despite attempts to relieve his symptoms.",1
train_one_shot.EN.196.1,EN,lime tree,one_shot,"A few years after the storm, the Florida Department of Agriculture led a campaign to stop the spread of citrus canker, a disease that disfigures citrus trees.","The department mandated that infected citrus trees and trees exposed to the disease be destroyed, including lime trees.","Given how important this industry was for the community, we recognized that this is an opportunity to participate in the renaissance of the lime industry for the Redland community,"" said Robert Fishman, who works for ThinkLAB Ventures, a holding company for Leonard Abess Jr. and his family's investments.",1
train_one_shot.EN.207.1,EN,net income,one_shot,"Schneider's fourth quarter operating revenue jumped from $1.16 billion in 2019 to $1.26 billion in 2020, according to earnings statements released this week.","And while the $4.5 billion the company brought in for the full year is less than the $4.7 billion in revenue it reported in 2019, its net income — the money it made after factoring in business expenses — was greater in 2020, at $211.7 million than the $147 million it reported for the previous year.","The company saw decreases in operating expenses after paying $85 million less in fuel and fuel taxes as well as $59.5 million less in salaries, wages and benefits compared to 2019.",1
train_one_shot.EN.217.1,EN,insane asylum,one_shot,"Price says they never got any questions about that fact, but according to LAPD’s Detective Sergeant Jim McSorley, that connection meant guests were frequently interacting with the stable of downtrodden guests who gave the hotel a bad reputation to begin with.","So if you were staying at the Stay on Main, you would sometimes have to interact with someone that’s completely bugging out, or someone that’s just come out of jail, or the insane asylum, or prison,” McSorley says.",It could be disgusting there.,1
train_one_shot.EN.227.1,EN,inner circle,one_shot,"He pressured former Vice President Mike Pence, who oversaw the counting of electoral votes, to overturn the results and pressed state officials to find him more votes.","Lee, who advised Trump on his legal challenges to the election results, said Trump’s inner circle repeatedly told him that state legislatures were acting to decertify or even recertify their slates of electoral votes before Congress convened on Jan. 6.","As we got closer and closer to Jan. 6, I became concerned because I wasn’t seeing any of these developments occur but I was continuing to hear this narrative,” he said, adding it would have obviously made news if it were happening.",0
train_one_shot.EN.227.2,EN,inner circle,one_shot,"Each year we recognize Microsoft Dynamics partners from around the world for delivering innovation and driving unsurpassed customer success,” said Ron Huddleston, CVP, One Commercial Partner.","Our Inner Circle members are chosen based on their capabilities as an organization, whether that’s creating IP, developing solutions, or having an industry leading focus on digital transformation.","Microsoft is honored to recognize sa.global for their achievements this past year, their dedication to their customers, and their innovation with Microsoft technologies.”",1
train_one_shot.EN.235.1,EN,carpet bombing,one_shot,"The Withdrawal Agreement, however, said that would be a decision for the Joint Committee, made up of representatives from the U.K. and EU.",Brussels officials reacted with anger to what one described as “carpet bombing” by London and warned the move could mark the end of any serious attempts at negotiating an orderly British exit from the world’s largest trading bloc.,"The official response from Brussels was more restrained, with Commission President Ursula von der Leyen saying she was “very concerned” about London’s plans and warning the move “undermines trust.”",0
train_one_shot.EN.236.1,EN,tennis elbow,one_shot,"It is never applied to active infections, bursitis and disorders of nerve structures, ossification and calcification of the soft tissues, or active rheumatoid arthritis, and care is required if there is fragile skin or the patient is having anticoagulant treatment.9,10,14,15","DTF for tennis elbow is applied as follows.9,10 Position the patient comfortably with the elbow fully supinated and in 90° of flexion.","Locate the anterolateral aspect of the lateral epicondyle (facet of the lateral epicondyle, where the extensor carpi radialis brevis inserts, the most common site of pain in patients with tennis elbow, as mentioned in the introduction), and identify the area of tenderness.",0
train_one_shot.EN.242.1,EN,market place,one_shot,"The Watford Observer has again teamed up with Watford Museum and is delighted to showcase some pictures from the museum's archive, starting with this picture from its Bob Nunn Collection showing Market Place in the High Street from c1924.","Although the height of the buildings is different today, the shape of the market place is recognisable.","The museum's volunteer archivist Christine Orchard explained: ""Market Street is to the right between the three-storey Rose and Crown hotel and two-storey Compasses pub.",1
train_one_shot.EN.246.1,EN,subway system,one_shot,"Underground subways are operating in Dubai, Kazakhstan, Algeria, Romania, Venezuela, and even in North Korea.",The concept of an underground subway system for Metro Manila was first proposed in 1973 by the forerunner of the current Japan International Cooperation Agency.,"In 1995, Bonifacio Land Development Corporation, a consortium led by Metro Pacific Investments Corp, made a successful bid to become the Bases Conversion and Development Authority partner in the development of Bonifacio Global City (BGC), the former Fort Andres Bonifacio, site of the headquarters of the Philippine Army.",0
train_one_shot.EN.257.1,EN,prison term,one_shot,"Johnson, who is 25, originally was sentenced to 22 years in 2017 after a jury found him guilty of Bugg’s murder, but an appellate court overturned that conviction based on the prosecutor’s dismissal of Black jurors in the trial.",Now Johnson faces a 10-year prison term after he pleaded guilty on Wednesday morning to being an accomplice to aggravated manslaughter in Bugg’s killing.,Johnson already has served more than six years of that sentence and his lawyer said he could be eligible for parole within another two years.,1
train_one_shot.EN.269.1,EN,time difference,one_shot,Heartrate variability gives some information about inflammation.,"That's the time difference between each heartbeat, and Apple Watches already collect that information.","Interestingly from that, you could derive a sense of the activity of someone's nervous system, their autonomic nervous system, which is the part of your nervous system that controls your bodily functions, kind of without you even thinking about it,” said Hirten.",1
train_one_shot.EN.269.2,EN,time difference,one_shot,"While they initially planned on having a wedding ceremony in Kruse’s home state of Utah and then a second celebration in Bangkok, where Yar Zar’s friends from nearby Myanmar could join in toasting to their love, Kruse commented that such a proposition “feels ridiculous now with COVID.”","As soon as Yar Zar is able to adjust to the time difference, they plan on going down to the courthouse immediately so he can start working as soon as possible.","Due to U.S. immigration laws, Yar Zar won’t be able to get a job for his first three months in the country, a time during which Kruse predicted they would be “really financially strained.”",0
train_one_shot.EN.273.1,EN,pocket book,one_shot,"As his audience grew up, Tawfik kept up with them, moving into new forms of writing, transitioning from short pocket novels and illustrated stories to longer and more complicated books, such as Utopia (2008).","With the internet, social media, the opening of bookstore chains, and the new tradition of book signing events in the early 2000s, his readers got to know the man whose small picture adorned the back of every pocket book.","This was the writer who told them the exotic stories and adventures of the old man Refaat Ismail, who many of us thought of as Tawfik himself, back in the 90s when he was not on TV or social media.",0
train_one_shot.EN.273.2,EN,pocket book,one_shot,"Peterson and Brothers also produced cheap paperback fiction in the 19th century with the phrase “Petersons’ Cheap Edition for the Million” printed at the top of the cover, and the price at the bottom, which could range between 10 cents and 50 cents.","Then, in the 1930s, there was a paperback revolution, with the publishers Penguin and Pocket Books at the helm.","On some of these books, you can see the price — often for a quarter or less — prominently featured on the cover.",1
